#JCAT	Piece	Name	LDate	GDate	ODate	Period	Perigee	PF	Apogee	AF	Inc	IF	OType	Longitude	DriftRate	TDate	TF	Flags
# Updated 2026 Jul 17 2058:25
S26666	2001-002A	Turksat 2A	2001 Jan 10	2001 Jan 15 0800	2026 Jul 17 0151	    1466.283 	   36339.1 	 	   36411.8 	 	  9.03 	 	GEO/ID	117.75E	 +   7.439W	2016 Oct  2	P	-
S26695	2001-005B	Skynet 4F	2001 Feb  7	2001 Feb 10 1800	2026 Jul 17 0625	    1452.332 	   36081.7 	 	   36125.9 	 	 12.16 	 	GEO/ID	  2.58W	 +   4.042W	2019 Oct?	P	-
S26694	2001-005A	SICRAL 1	2001 Feb  7	2001 Feb 20 1030	2025 Apr  3 1353	    1458.379 	   36185.4 	 	   36257.8 	 	 11.53 	 	GEO/ID	  6.97W	 +   5.522W	2021 May 12	P	-
S26715	2001-009A	Milstar 4	2001 Feb 27	2001 Feb 28 0354	2026 Jul 17 0400	    1436.045 	   35615.0 	 	   35956.2 	 	 11.58 	 	GEO/I	150.14W	 +   0.006E	*	P	-
S26716	2001-009B	Centaur TC-22	2001 Feb 27	2001 Feb 28 0344	2026 Jul 17 0230	    1433.078 	   35665.1 	 	   35789.9 	 	 12.65 	 	GEO/ID	 39.69E	 +   0.753E	2001 Feb 27 2120:00	R	-
S26720	2001-011B	BSAT-2a	2001 Mar  8	2001 Mar 10 0200	2026 Jul 16 2055	    1451.877 	   36079.8 	 	   36110.0 	 	 10.79 	 	GEO/ID	158.29E	 +   3.930W	2013 Jan 29	P	-
S26719	2001-011A	EUTELSAT 133 WEST A	2001 Mar  8	2001 Mar 14 0950	2026 Jul 17 0009	    1457.609 	   36184.9 	 	   36228.3 	 	  7.46 	 	GEO/ID	121.84E	 +   5.335W	2023 Jun 15	P	-
S26724	2001-012A	XM-2	2001 Mar 18	2001 Mar 25?    	2026 Jul 16 2326	    1453.302 	   36090.1 	 	   36155.2 	 	  9.65 	 	GEO/ID	 30.43W	 +   4.281W	2014 Nov  1	P	-
S26738	2001-014C	Briz-M No. 88503L	2001 Apr  7	2001 Apr  7 1000	2026 Jul 16 1444	    1469.919 	   35678.1 	 	   37214.0 	 	 15.28 	 	GEO/ID	114.51E	 +   8.313W	2001 Apr  7 0347:00	R	-
S26736	2001-014A	Ekran-M	2001 Apr  7	2001 Apr  7 1031	2026 Jul 17 0308	    1445.947 	   35855.2 	 	   36103.2 	 	 14.66 	 	GEO/ID	 27.47E	 +   2.466W	2009 Apr  9	P	-
S26745	2001-015A	GSAT-1	2001 Apr 18	2001 Apr 23     	2026 Jul 16 0934	    1386.989 	   33857.7 	 	   35782.0 	 	 12.81 	 	GEO/ID	 70.34W	 +  12.774E	2002 May?	P	-
S26761	2001-018A	XM-1	2001 May  8	2001 May 18 1815	2026 Jul 16 2326	    1454.440 	   36113.9 	 	   36175.8 	 	  8.91 	 	GEO/ID	 29.32W	 +   4.560W	2016 Mar  9	P	-
S26766	2001-019A	Intelsat IS-10	2001 May 15	2001 May 20     	2026 Jul 17 0509	    1453.996 	   36130.3 	 	   36142.2 	 	  9.15 	 	GEO/ID	 95.10W	 +   4.451W	2025 Jul 27	P	-
S26770	2001-020A	GeoLITE	2001 May 18	2001 May 20?    	2020 Aug  4 1046	    1456.887 	   36102.8 	 	   36282.3 	 	  8.02 	 	GEO/ID	 72.33W	 +   5.158W	2011 Sep?	P	-
S26824	2001-024A	INTELSAT 901	2001 Jun  9	2001 Jun 15 2300	2026 Jul 17 0632	    1457.198 	   36174.4 	 	   36222.8 	 	  1.34 	 	GEO/D	 22.64E	 +   5.234W	2025 Apr  3	P	-
S26853	2001-025A	Astra 2C	2001 Jun 16	2001 Jun 24 1400	2026 Jul 17 0324	    1454.038 	   36117.8 	 	   36156.3 	 	  8.26 	 	GEO/ID	 84.22E	 +   4.461W	2024 Jun  3	P	-
S26883	2001-033D	IUS-16 SRM-2	2001 Aug  6	2001 Aug  6 1400	2026 Jul 16 1817	    1441.353 	   35860.7 	 	   35918.1 	 	 12.95 	 	GEO/ID	167.56E	 +   1.324W	2001 Aug  6 0728:00	R	-
S26880	2001-033A	DSP F21	2001 Aug  6	2001 Aug  6 1422	2026 Jul 16 1911	    1451.569 	   36082.1 	 	   36095.8 	 	 12.81 	 	GEO/ID	154.55E	 +   3.855W	*	P	-
S26887	2001-033E	DSP F21 Aperture Cover	2001 Aug  6	2001 Aug  7?    	2001 Aug  6	    1435.504 	   35750.0 	?	   35800.0 	?	  3.00 	?	GEO/S	-	-	2001 Aug  6 0728:00	C	-
S26871	2001-031A	GOES 12	2001 Jul 23	2001 Aug  7 1745	2026 Jul 17 0006	    1452.541 	   36084.1 	 	   36131.6 	 	 12.24 	 	GEO/ID	110.20E	 +   4.094W	2013 Aug 16	P	-
S26895	2001-037D	Blok DM-2 No. 99L	2001 Aug 24	2001 Aug 24 0310	2026 Jul 17 0133	    1437.208 	   35722.4 	 	   35894.3 	 	 13.28 	 	GEO/ID	 54.99E	 +   0.286W	2001 Aug 24 2034:50	R	-
S26892	2001-037A	Kosmos-2379	2001 Aug 24	2001 Aug 24 0320	2026 Jul 16 2047	    1436.286 	   35764.8 	 	   35815.8 	 	 13.29 	 	GEO/I	132.57E	 +   0.055W	2009 Dec?	P	-
S26900	2001-039A	INTELSAT 902	2001 Aug 30	2001 Sep  4 1540	2026 Jul 17 0430	    1436.095 	   35768.9 	 	   35804.3 	 	  6.19 	 	GEO/I	 50.26W	 +   0.007W	*	P	-
S26927	2001-042A	EUTELSAT 12 WEST B	2001 Sep 25	2001 Oct  2 1120	2026 Jul 17 0501	    1461.552 	   36267.1 	 	   36299.7 	 	  6.69 	 	GEO/ID	 66.09E	 +   6.294W	2020 Oct 13	P	-
S26939	2001-045D	Blok DM-2 No. 93L	2001 Oct  6	2001 Oct  6 2319	2026 Jul 17 0132	    1436.661 	   35688.0 	 	   35907.3 	 	 13.91 	 	GEO/ID	 52.68E	 +   0.149W	2001 Oct  6 1645:00	R	-
S26936	2001-045A	Raduga-1	2001 Oct  6	2001 Oct  6 2320	2026 Jul 17 0221	    1473.229 	   36432.4 	 	   36588.2 	 	 14.62 	 	GEO/ID	137.84W	 +   9.105W	2006 Mar  2	P	-
S26948	2001-046A	USA 162	2001 Oct 11	2001 Oct 11?    	2024 Apr 30 2004	    1436.122 	   35771.8 	 	   35802.4 	 	 12.92 	 	GEO/I	127.05W	 +   0.014W	*	P	-
S26985	2001-052A	T4S	2001 Nov 27	2001 Nov 29 2140	2026 Jul 17 0449	    1450.707 	   36056.4 	 	   36087.8 	 	  6.34 	 	GEO/ID	 40.70E	 +   3.643W	2019 Oct 30	P	-
S27169	2002-001B	Centaur TC-19	2002 Jan 16	2002 Jan 16 0655	2026 Jul 16 1828	    1436.857 	   35587.5 	 	   36015.4 	 	 10.22 	 	GEO/ID	178.13E	 +   0.198W	2002 Jan 16 0030:01	R	-
S27168	2002-001A	Milstar 5	2002 Jan 16	2002 Jan 16 0705	2026 Jul 17 0448	    1436.162 	   35369.3 	 	   36206.5 	 	 11.21 	 	GEO/I	 18.82E	 +   0.023W	*	P	-
S27298	2002-002A	Insat 3C	2002 Jan 23	2002 Jan 30?    	2026 Jul 16 2233	    1450.095 	   36008.8 	 	   36111.5 	 	  8.52 	 	GEO/ID	145.16E	 +   3.492W	2017 Jul 28	P	-
S27380	2002-007A	INTELSAT 904	2002 Feb 23	2002 Mar  1 1400	2026 Jul 17 0551	    1436.116 	   35764.2 	 	   35809.7 	 	  6.99 	 	GEO/I	 31.46W	 +   0.012W	*	P	-
S27378	2002-006A	Echostar VII	2002 Feb 21	2002 Mar  6 2010	2026 Jul 17 0425	    1442.312 	   35899.7 	 	   35916.6 	 	  4.09 	 	GEO/ID	 62.34W	 +   1.563W	2022 Mar 17	P	-
S27400	2002-015B	Astra 3A	2002 Mar 29	2002 Apr  1 1900	2026 Jul 16 2251	    1453.247 	   36116.5 	 	   36126.8 	 	 10.60 	 	GEO/ID	 34.32W	 +   4.267W	2023 Jan 21	P	-
S27403	2002-016A	INTELSAT 903	2002 Mar 30	2002 Apr  6 0540	2026 Jul 16 2237	    1454.201 	   36121.5 	 	   36159.0 	 	  7.79 	 	GEO/ID	158.42E	 +   4.501W	2020 Apr 29	P	-
S27399	2002-015A	JCSAT 2A	2002 Mar 29	2002 Apr  7?    	2026 Jul 16 2240	    1454.099 	   36109.0 	 	   36167.4 	 	  8.38 	 	GEO/ID	167.76E	 +   4.476W	2021 Jan 29 0653	P	-
S27414	2002-019A	NSS 7	2002 Apr 16	2002 Apr 29 1030	2026 Jul 17 0457	    1453.370 	   36110.9 	 	   36137.1 	 	  9.39 	 	GEO/ID	 48.98E	 +   4.297W	2024 Jan 31?	P	-
S27426	2002-023A	T5	2002 May  7	2002 May 11 1530	2026 Jul 17 0411	    1436.099 	   35773.3 	 	   35800.0 	 	  4.95 	 	GEO/I	110.07W	 +   0.008W	*	P	-
S27444	2002-029D	Blok DM-2M No. 11L	2002 Jun 10	2002 Jun 10 0730	2026 Jul 17 0535	    1450.525 	   36021.1 	 	   36115.9 	 	 14.20 	 	GEO/ID	 10.64W	 +   3.598W	2002 Jun 10 0114:00	R	-
S27441	2002-029A	Ekspress A1R	2002 Jun 10	2002 Jun 10 0758	2026 Jul 16 1028	    1451.544 	   36074.4 	 	   36102.4 	 	 11.72 	 	GEO/ID	120.49E	 +   3.849W	2020 Mar 30	P	-
S27438	2002-027A	INTELSAT 905	2002 Jun  5	2002 Jun 13 1915	2026 Jul 17 0536	    1436.094 	   35771.8 	 	   35801.3 	 	  6.83 	 	GEO/I	137.14W	 +   0.006W	*	P	-
S27445	2002-030A	Galaxy 3C	2002 Jun 15	2002 Jun 24 1750	2026 Jul 17 0558	    1436.111 	   35779.9 	 	   35793.8 	 	  3.81 	 	GEO/I	 94.91W	 +   0.011W	*	P	-
S27460	2002-035A	EUTELSAT 5 WEST A	2002 Jul  5	2002 Jul 11?    	2026 Jul 17 0010	    1464.084 	   36285.2 	 	   36380.1 	 	  6.16 	 	GEO/ID	123.24E	 +   6.907W	2023 Jan 13 0957	P	-
S27461	2002-035B	N-Star c	2002 Jul  5	2002 Jul 11 2300	2026 Jul 17 0402	    1455.248 	   36130.6 	 	   36190.7 	 	 11.11 	 	GEO/ID	142.92W	 +   4.758W	2020 May 16 0153	P	-
S27501	2002-039A	Echostar VIII	2002 Aug 22	2002 Aug 27 0330	2026 Jul 16 2100	    1461.766 	   36240.2 	 	   36334.9 	 	  8.89 	 	GEO/ID	177.50E	 +   6.346W	2017 May  4	P	-
S27499	2002-038A	EUTELSAT 70D	2002 Aug 21	2002 Aug 28 2340	2026 Jul 17 0239	    1449.842 	   36051.7 	 	   36058.7 	 	  8.64 	 	GEO/ID	 73.02W	 +   3.429W	2016 Aug  7	P	-
S27508	2002-040A	EUTELSAT 59A	2002 Aug 28	2002 Sep  3?    	2026 Jul 16 2100	    1464.976 	   36318.5 	 	   36381.5 	 	  7.35 	 	GEO/ID	178.86E	 +   7.123W	2018 Nov 12	P	-
S27509	2002-040B	Meteosat 8	2002 Aug 28	2002 Sep  5 1230	2026 Jul 16 1918	    1470.815 	   36403.5 	 	   36523.4 	 	 11.31 	 	GEO/ID	179.23E	 +   8.528W	2022 Oct 18	P	-
S39998	2002-040E	SEVIRI Cooler Cover	2002 Aug 28	2002 Sep  9 1430	2026 Jul 11 0500	    1423.062 	   35504.4 	 	   35557.8 	 	 12.45 	 	GEO/ID	  0.81W	 +   3.299E	2002 Aug 28 2245:00	C	-
S39999	2002-040F	SEVIRI Entry Baffle Cover	2002 Aug 28	2002 Sep 11 0600	2026 May 18 0603	    1412.256 	   34884.4 	 	   35752.8 	 	 12.16 	 	GEO/ID	 93.00W	 +   6.087E	2002 Aug 28 2245:00	C	-
S27513	2002-041A	INTELSAT 906	2002 Sep  6	2002 Sep 13?    	2026 Jul 17 0439	    1436.072 	   35770.3 	 	   35801.9 	 	  5.88 	 	GEO/I	 64.15E	 +   0.001W	*	P	-
S27516	2002-042B	Kodama	2002 Sep 10	2002 Sep 14     	2026 Jul 17 0400	    1450.556 	   35996.2 	 	   36142.1 	 	 11.31 	 	GEO/ID	149.48W	 +   3.605W	2017 Aug  5	P	-
S27525	2002-043A	KALPANA-1	2002 Sep 12	2002 Sep 14 0558	2026 Jul 16 2054	    1464.306 	   36309.1 	 	   36364.8 	 	 13.11 	 	GEO/ID	158.09E	 +   6.961W	2018 Jul 25?	P	-
S27528	2002-044A	Hispasat 143W-1	2002 Sep 18	2002 Sep 27     	2026 Jul 16 2237	    1455.547 	   35960.5 	 	   36372.4 	 	  6.63 	 	GEO/ID	159.07E	 +   4.831W	2022 Jun  8	P	-
S27389	2002-011A	TDRS 9	2002 Mar  8	2002 Oct  6 0600	2026 Jul 17 0009	    1454.802 	   36132.8 	 	   36171.1 	 	 12.23 	 	GEO/ID	121.54E	 +   4.648W	2023 Jan 29	P	-
S26863	2001-029A	Artemis	2001 Jul 12	2002 Dec  1     	2026 Jul 16 2356	    1450.339 	   36008.2 	 	   36121.6 	 	 14.78 	 	GEO/ID	 73.64E	 +   3.552W	2017 Nov 15	P	-
S27554	2002-051A	EUTELSAT 33B	2002 Nov 20	2002 Dec  1 0500	2026 Jul 17 0630	    1436.263 	   35734.9 	 	   35844.8 	 	  9.05 	 	GEO/I	 18.15E	 +   0.049W	2015 Oct 15	P	-
S27566	2002-055A	TDRS 10	2002 Dec  5	2002 Dec 14 0100	2026 Jul 17 0234	    1456.596 	   36140.1 	 	   36233.7 	 	 10.15 	 	GEO/ID	 91.40W	 +   5.087W	2025 Aug 15	P	-
S27603	2002-057A	NSS 6	2002 Dec 17	2002 Dec 25?    	2026 Jul 17 0148	    1452.738 	   36082.0 	 	   36141.4 	 	  5.45 	 	GEO/ID	106.58E	 +   4.142W	2023 Aug 15	P	-
S27632	2002-062A	Nimiq 2	2002 Dec 29	2003 Jan  5?    	2026 Jul 17 0520	    1436.100 	   35764.1 	 	   35809.2 	 	  9.51 	 	GEO/I	109.54W	 +   0.008W	*	P	-
S27683	2003-007A	INTELSAT 907	2003 Feb 15	2003 Feb 21 2100	2026 Jul 17 0414	    1452.178 	   36066.1 	 	   36135.4 	 	  5.81 	 	GEO/ID	 29.09W	 +   4.004W	2020 May 29	P	-
S27691	2003-008A	DSCS III A-3	2003 Mar 11	2003 Mar 13     	2026 Jul 17 0408	    1436.123 	   35772.4 	 	   35801.8 	 	 11.02 	 	GEO/I	122.03W	 +   0.014W	*	P	-
S27693	2003-008C	IABS-10	2003 Mar 11	2003 Mar 15     	2026 Jul 16 0513	    1424.081 	   35441.1 	 	   35661.0 	 	 13.50 	 	GEO/ID	  2.19W	 +   3.038E	2003 Mar 11 0059:00	R	-
S27712	2003-012B	Centaur TC-23	2003 Apr  8	2003 Apr  8 2008	2026 Jul 16 0729	    1431.752 	   35606.0 	 	   35797.0 	 	 11.20 	 	GEO/ID	 23.40W	 +   1.088E	2003 Apr  8 1343:00	R	-
S27711	2003-012A	Milstar 6	2003 Apr  8	2003 Apr  8 2018	2026 Jul 16 2053	    1436.077 	   35367.1 	 	   36205.3 	 	 12.39 	 	GEO/I	151.91E	 +   0.002W	*	P	-
S27714	2003-013A	Insat 3A	2003 Apr  9	2003 Apr 14 0409	2026 Jul 17 0235	    1442.908 	   35885.3 	 	   35954.3 	 	  8.90 	 	GEO/ID	 87.56W	 +   1.711W	2016 Nov 14	P	-
S27715	2003-013B	Galaxy 12	2003 Apr  9	2003 Apr 16?    	2026 Jul 17 0148	    1454.790 	   36135.6 	 	   36167.9 	 	  7.06 	 	GEO/ID	105.99E	 +   4.646W	2023 Sep 14	P	-
S27718	2003-014A	Asiasat 4	2003 Apr 12	2003 Apr 22 1530	2026 Jul 16 1323	    1436.088 	   35774.4 	 	   35798.5 	 	  4.78 	 	GEO/I	147.46E	 +   0.005W	*	P	-
S27780	2003-015F	Blok DM-2 No. 98L	2003 Apr 24	2003 Apr 24 1100	2026 Jul 16 2316	    1436.811 	   35756.1 	 	   35845.1 	 	 12.78 	 	GEO/ID	122.02E	 +   0.187W	2003 Apr 24 0423:17	R	-
S27775	2003-015A	Kosmos-2397	2003 Apr 24	2003 Apr 24 1100	2026 Jul 17 0543	    1433.441 	   35554.9 	 	   35914.3 	 	 12.73 	 	GEO/ID	 21.91W	 +   0.662E	2003 Sep?	P	-
S27807	2003-018A	GSAT-2	2003 May  8	2003 May 10 0641	2026 Jul 17 0229	    1442.278 	   35858.6 	 	   35956.4 	 	 11.23 	 	GEO/ID	110.17W	 +   1.554W	2011 May  8	P	-
S27811	2003-020A	Hellas Sat 2	2003 May 13	2003 May 19?    	2026 Jul 17 0535	    1436.099 	   35770.8 	 	   35802.4 	 	  7.43 	 	GEO/I	  9.86W	 +   0.008W	*	P	-
S27813	2003-021A	Beidou DSW 3	2003 May 24	2003 May 26 1300	2026 Jul 16 1742	    1443.242 	   35850.9 	 	   36001.7 	 	 11.43 	 	GEO/ID	155.80W	 +   1.794W	2013 Jan  9	P	-
S27820	2003-024A	AMC 9	2003 Jun  6	2003 Jun 11 1615	2026 Jul 17 0318	    1454.124 	   36064.6 	 	   36212.8 	 	  7.99 	 	GEO/ID	 64.05E	 +   4.482W	2017 Nov 20	P	-
S27831	2003-028B	Optus and Defense C1	2003 Jun 11	2003 Jun 16 0130	2026 Jul 16 2054	    1436.135 	   35765.1 	 	   35809.6 	 	  6.96 	 	GEO/I	155.77E	 +   0.017W	*	P	-
S27830	2003-028A	BSAT-2c	2003 Jun 11	2003 Jun 16 0330	2026 Jul 16 1923	    1451.571 	   36068.5 	 	   36109.3 	 	 10.25 	 	GEO/ID	164.06W	 +   3.855W	2013 Aug  1	P	-
S27825	2003-026A	Thuraya 2	2003 Jun 10	2003 Jun 17 0830	2026 Jul 17 0455	    1436.094 	   35776.1 	 	   35797.0 	 	  8.88 	 	GEO/I	 43.76E	 +   0.006W	*	P	-
S27852	2003-033A	Echostar XII	2003 Jul 17	2003 Jul 28 0340	2026 Jul 17 0549	    1456.294 	   36140.8 	 	   36221.3 	 	  6.34 	 	GEO/ID	127.52W	 +   5.014W	2019 Nov  5	P	-
S27854	2003-034A	Echostar IX	2003 Aug  8	2003 Aug 13     	2026 Jul 17 0401	    1455.213 	   36150.3 	 	   36169.6 	 	  3.28 	 	GEO/ID	147.36W	 +   4.749W	2025 Jul 21	P	-
S27875	2003-040A	DSCS III B-6	2003 Aug 29	2003 Aug  2     	2026 Jul 16 1750	    1436.043 	   35777.9 	 	   35793.1 	 	 10.56 	 	GEO/I	 24.29E	 +   0.006E	*	P	-
S27877	2003-040C	IABS-7	2003 Aug 29	2003 Sep  3?    	2026 Jul 17 0619	    1429.504 	   35623.7 	 	   35691.2 	 	 13.41 	 	GEO/ID	 17.73W	 +   1.658E	2003 Aug 29 2313:00	R	-
S27938	2003-041B	Centaur TC-20	2003 Sep  9	2003 Sep  9 1010	2026 Jul 16 1153	    1427.740 	   35480.5 	 	   35765.2 	 	 15.69 	 	GEO/ID	 75.63W	 +   2.106E	2003 Sep  9 0429:00	R	-
S27937	2003-041A	USA 171	2003 Sep  9	2003 Sep  9 1018	2022 Sep 19 2237	    1436.122 	   35616.5 	 	   35957.6 	 	 12.75 	 	GEO/I	 67.97E	 +   0.014W	*	P	-
S27948	2003-043A	EUTELSAT 31A	2003 Sep 27	2003 Sep 30 1025	2026 Jul 16 2149	    1456.209 	   36162.5 	 	   36196.2 	 	  9.81 	 	GEO/ID	 11.47W	 +   4.993W	2018 Jan 16	P	-
S27951	2003-043E	Insat 3E	2003 Sep 27	2003 Oct  1 0808	2026 Jul 16 2144	    1428.611 	   35590.8 	 	   35689.1 	 	  9.77 	 	GEO/ID	 27.12W	 +   1.884E	2014 Apr  3	P	-
S27954	2003-044A	Galaxy 13	2003 Oct  1	2003 Oct 10?    	2026 Jul 17 0400	    1436.091 	   35777.6 	 	   35795.4 	 	  1.49 	 	GEO/S	149.99W	 +   0.006W	*	P	-
S28082	2003-052A	Zhongxing 20	2003 Nov 14	2003 Nov 15?    	2026 Jul 17 0054	    1452.957 	   36098.1 	 	   36133.8 	 	 10.53 	 	GEO/ID	 83.01W	 +   4.196W	2017 Dec 27?	P	-
S28119	2003-053E	Blok DM-2M No. 12L	2003 Nov 24	2003 Nov 24 1305	2026 Jul 16 2046	    1439.272 	   34926.7 	 	   36770.7 	 	 13.70 	 	GEO/ID	128.30E	 +   0.803W	2003 Nov 24 0622:00	R	-
S28089	2003-053A	Yamal-202	2003 Nov 24	2003 Nov 24 1306	2026 Jul 16 1522	    1436.096 	   35772.7 	 	   35800.4 	 	  6.41 	 	GEO/I	163.44E	 +   0.007W	*	P	-
S28094	2003-053B	Yamal-201	2003 Nov 24	2003 Nov 24 1306	2026 Jul 17 0324	    1435.588 	   35757.3 	 	   35796.0 	 	  9.68 	 	GEO/I	 83.01E	 +   0.121E	2014 Jun  5	P	-
S28117	2003-057A	UHF F/O F11	2003 Dec 18	2003 Dec 20?    	2026 Jul 17 0139	    1436.112 	   35775.2 	 	   35798.6 	 	  8.95 	 	GEO/I	 75.50E	 +   0.011W	*	P	-
S28139	2003-060D	Blok DM-2M No. 13L	2003 Dec 28	2003 Dec 29 0534	2026 Jul 17 0133	    1435.606 	   35700.0 	 	   35854.0 	 	 13.59 	 	GEO/I	 56.23E	 +   0.116E	2003 Dec 28 2300:00	R	-
S28134	2003-060A	Ekspress AM-22	2003 Dec 28	2003 Dec 29 0535	2026 Jul 16 2058	    1449.204 	   35994.6 	 	   36091.0 	 	  8.35 	 	GEO/ID	172.83E	 +   3.272W	2019 Mar 17	P	-
S28132	2003-059A	Amos 2	2003 Dec 27	2003 Dec 31 1350	2026 Jul 17 0006	    1448.764 	   36022.8 	 	   36045.5 	 	  8.59 	 	GEO/ID	110.59E	 +   3.163W	2017 Apr  7	P	-
S27949	2003-043C	SMART-1	2003 Sep 27	2004 Jan 21?    	2004 Jul  9	    4682.623 	   21223.0 	 	  151452.0 	 	  6.85 	 	DSO	-	-	2004 Apr  5 	P	D
S28137	2004-001A	Estrela do Sul 1	2004 Jan 11	2004 Feb  4 1940	2026 Jul 16 1923	    1457.000 	   36174.4 	 	   36215.1 	 	 11.14 	 	GEO/ID	163.94W	 +   5.186W	2011 Nov 18	P	-
S28154	2004-003A	AMC 10	2004 Feb  5	2004 Feb 11?    	2026 Jul 16 2057	    1452.722 	   36096.6 	 	   36126.2 	 	  6.76 	 	GEO/ID	165.61E	 +   4.138W	2019 Feb 21	P	-
S28161	2004-004D	IUS-10 SRM-2	2004 Feb 14	2004 Feb 15 0122	2026 Jul 16 0920	    1442.543 	   35893.0 	 	   35932.4 	 	 12.22 	 	GEO/ID	 48.30W	 +   1.620W	2004 Feb 14 1850:00	R	-
S28158	2004-004A	DSP F22	2004 Feb 14	2004 Feb 15 0144	2026 Jul 16 0939	    1436.188 	   35783.5 	 	   35793.3 	 	 12.10 	 	GEO/I	 49.56W	 +   0.030W	*	P	-
A06859	2004-004E	DSP F22 Aperture Cover	2004 Feb 14	2004 Feb 16?    	2004 Feb 16	    1437.293 	   35770.0 	?	   35850.0 	?	  2.00 	?	GEO/D	-	-	2004 Feb 14 1850:00	C	-
S28184	2004-007A	ABS-4	2004 Mar 13	2004 Mar 20?    	2026 Jul 17 0439	    1436.066 	   35766.7 	 	   35805.3 	 	  6.11 	 	GEO/I	 60.95E	 +   0.000E	*	P	-
S28187	2004-008A	EUTELSAT 139 WEST A	2004 Mar 15	2004 Mar 22?    	2026 Jul 16 1745	    1457.381 	   36182.7 	 	   36221.6 	 	  5.90 	 	GEO/ID	147.18W	 +   5.279W	*	P	-
S28256	2004-010F	Blok DM-2 No. 105L	2004 Mar 27	2004 Mar 27?    	2026 Jul 17 0400	    1438.381 	   35720.8 	 	   35941.8 	 	 13.75 	 	GEO/ID	149.07W	 +   0.580W	2004 Mar 27 0330:00	R	-
S28194	2004-010A	Raduga-1	2004 Mar 27	2004 Mar 27?    	2026 Jul 17 0449	    1436.679 	   35780.0 	 	   35816.0 	 	 13.71 	 	GEO/ID	 23.43E	 +   0.153W	2010 Dec?	P	-
S28240	2004-015D	Blok DM-2M No. 14L	2004 Apr 26	2004 Apr 26 0309	2026 Jul 17 0308	    1429.773 	   35594.0 	 	   35731.4 	 	 13.35 	 	GEO/ID	 29.61E	 +   1.589E	2004 Apr 26 2037:00	R	-
S28234	2004-015A	Ekspress AM-11	2004 Apr 26	2004 Apr 26 0309	2026 Jul 16 0746	    1451.081 	   36055.1 	 	   36103.7 	 	 13.03 	 	GEO/ID	152.79W	 +   3.735W	2006 Apr  5	P	-
S28238	2004-016A	T7S	2004 May  4	2004 May  9?    	2026 Jul 17 0243	    1455.766 	   36147.4 	 	   36194.1 	 	  5.21 	 	GEO/ID	 60.98W	 +   4.884W	2021 Feb  9	P	-
S28218	2004-011A	Superbird A2	2004 Apr 16	2004 May 10?    	2026 Jul 16 1912	    1447.722 	   35892.5 	 	   36135.2 	 	 13.48 	 	GEO/ID	158.40E	 +   2.906W	2005 Apr 12 0816	P	-
S28252	2004-017A	AMC 11	2004 May 19	2004 May 24 2000	2026 Jul 17 0548	    1453.226 	   36105.8 	 	   36136.7 	 	  0.37 	 	GEO/D	131.67W	 +   4.262W	2026 Apr 23	P	-
S28358	2004-022A	INTELSAT 10-02	2004 Jun 16	2004 Jun 23 1100	2026 Jul 17 0625	    1436.104 	   35785.7 	 	   35787.8 	 	  0.06 	 	GEO/S	  1.01W	 +   0.009W	*	P	-
S28364	2004-024A	Telstar 18	2004 Jun 29	2004 Jul  7     	2026 Jul 16 2219	    1454.308 	   36123.1 	 	   36161.5 	 	  7.05 	 	GEO/ID	 15.56W	 +   4.527W	2019 Jul 19	P	-
S28378	2004-027A	Anik F2	2004 Jul 18	2004 Jul 30     	2026 Jul 17 0520	    1436.102 	   35771.5 	 	   35801.9 	 	  3.36 	 	GEO/I	111.13W	 +   0.008W	*	P	-
S28393	2004-031A	Amazonas-1	2004 Aug  4	2004 Aug 15?    	2026 Jul 17 0234	    1462.583 	   36248.0 	 	   36358.9 	 	  9.48 	 	GEO/ID	 91.21W	 +   6.544W	2017 Jun 25	P	-
S28417	2004-036A	EDUSAT	2004 Sep 20	2004 Sep 24 0451	2026 Jul 17 0139	    1450.689 	   36057.3 	 	   36086.2 	 	 11.42 	 	GEO/ID	 76.88E	 +   3.638W	2011 Mar 12	P	-
S28451	2004-042A	Feng Yun 2C	2004 Oct 19	2004 Oct 19 1730	2026 Jul 17 0403	    1468.147 	   36397.1 	 	   36426.1 	 	 12.48 	 	GEO/ID	138.90W	 +   7.888W	2014 Dec 13	P	-
S40000	2004-042D	FY-2C imager cover?	2004 Oct 19	2004 Oct 20?    	2026 Mar 21 1029	    1435.730 	   34941.5 	 	   36617.3 	 	 12.64 	 	GEO/I	 44.08E	 +   0.085E	2004 Oct 19 0120:05	C	-
S28446	2004-041A	AMC 15	2004 Oct 14	2004 Oct 22 1830	2026 Jul 17 0555	    1436.106 	   35777.4 	 	   35796.1 	 	  0.03 	 	GEO/S	105.06W	 +   0.009W	*	P	-
S28466	2004-043D	Blok DM-2M No. 15L	2004 Oct 29	2004 Oct 30 0445	2026 Jul 16 2328	    1438.335 	   35798.0 	 	   35862.8 	 	 13.24 	 	GEO/ID	101.57E	 +   0.569W	2004 Oct 29 2211:00	R	-
S28463	2004-043A	Ekspress AM-1	2004 Oct 29	2004 Oct 30 0445	2026 Jul 17 0005	    1451.724 	   36052.6 	 	   36131.3 	 	 11.51 	 	GEO/ID	104.92E	 +   3.893W	2013 Aug 20	P	-
